sector,ocupacion,nivel_educ,Hombre,Mujer,brecha_pct
Servicios financieros y profesionales,Industria extractiva y construcción,Básica,35.77818,42.98173,-20.1
Servicios financieros y profesionales,Industria extractiva y construcción,Media superior,47.48062,50.87209,-7.1
Servicios financieros y profesionales,Industria extractiva y construcción,Sin instrucción,174.4186,,
Servicios financieros y profesionales,Industria extractiva y construcción,Superior,55.55556,57.723835,-3.9
Servicios financieros y profesionales,Operadores de maquinaria,Básica,45.833335000000005,23.52941,48.7
Servicios financieros y profesionales,Operadores de maquinaria,Media superior,50.0,,
Servicios financieros y profesionales,Operadores de maquinaria,Sin instrucción,39.262820000000005,47.36842,-20.6
Servicios financieros y profesionales,Operadores de maquinaria,Superior,70.83333,46.51163,34.3
Servicios financieros y profesionales,Otras ocupaciones,Básica,58.13953,,
Servicios financieros y profesionales,Otras ocupaciones,Media superior,68.90612,,
Servicios financieros y profesionales,Otras ocupaciones,Superior,81.54491,66.13372,18.9
Servicios financieros y profesionales,Profesionistas y técnicos,Media superior,76.0,80.0,-5.3
Servicios financieros y profesionales,Profesionistas y técnicos,Superior,104.65116,110.465115,-5.6
Servicios financieros y profesionales,Servicios personales,Básica,52.08333,,
Servicios financieros y profesionales,Servicios personales,Media superior,52.08333,47.17412,9.4
Servicios financieros y profesionales,Servicios personales,No especificado,58.69565,,
Servicios financieros y profesionales,Servicios personales,Sin instrucción,45.45455,,
Servicios financieros y profesionales,Servicios personales,Superior,57.37705,58.381785,-1.8
Servicios financieros y profesionales,Trabajadores de la educación,Básica,52.08333,260.33592,-399.8
Servicios financieros y profesionales,Trabajadores de la educación,Media superior,91.45545,90.68537,0.8
Servicios financieros y profesionales,Trabajadores de la educación,Sin instrucción,54.54545,,
Servicios financieros y profesionales,Trabajadores de la educación,Superior,126.84989,99.56522,21.5
Servicios financieros y profesionales,Trabajadores del arte,Básica,56.81818,52.61973999999999,7.4
Servicios financieros y profesionales,Trabajadores del arte,Media superior,58.13953,53.074345,8.7
Servicios financieros y profesionales,Trabajadores del arte,No especificado,66.66667,50.0,25.0
Servicios financieros y profesionales,Trabajadores del arte,Sin instrucción,80.0,46.13153,42.3
Servicios financieros y profesionales,Trabajadores del arte,Superior,67.82946,60.0,11.5
Servicios sociales,Actividades administrativas,Básica,58.13953,46.51163,20.0
Servicios sociales,Actividades administrativas,Media superior,58.13953,46.51163,20.0
Servicios sociales,Actividades administrativas,No especificado,111.11111,,
Servicios sociales,Actividades administrativas,Sin instrucción,44.068529999999996,34.584715,21.5
Servicios sociales,Actividades administrativas,Superior,69.76744,53.29457,23.6
Servicios sociales,Actividades agrícolas,Básica,50.678295,44.44444,12.3
Servicios sociales,Actividades agrícolas,Media superior,58.13953,49.15116,15.5
Servicios sociales,Actividades agrícolas,No especificado,59.80066,,
Servicios sociales,Actividades agrícolas,Sin instrucción,44.18605,40.0,9.5
Servicios sociales,Actividades agrícolas,Superior,66.44518,52.45349,21.1
Servicios sociales,Comerciantes y vendedores,Básica,35.755815,,
Servicios sociales,Comerciantes y vendedores,Media superior,66.279065,58.13953,12.3
Servicios sociales,Comerciantes y vendedores,Sin instrucción,,75.0,
Servicios sociales,Comerciantes y vendedores,Superior,71.70542499999999,54.26357,24.3
Servicios sociales,Funcionarios y directivos,Básica,69.44444,43.75,37.0
Servicios sociales,Funcionarios y directivos,Media superior,80.0,76.66667,4.2
Servicios sociales,Funcionarios y directivos,No especificado,160.33094499999999,,
Servicios sociales,Funcionarios y directivos,Sin instrucción,90.0,78.197675,13.1
Servicios sociales,Funcionarios y directivos,Superior,98.49995,87.8553,10.8
Servicios sociales,Industria extractiva y construcción,Media superior,41.343669999999996,69.76744,-68.7
Servicios sociales,Industria extractiva y construcción,Superior,67.768895,69.76744,-2.9
Servicios sociales,Operadores de maquinaria,Básica,41.66667,,
Servicios sociales,Operadores de maquinaria,Media superior,50.0,,
Servicios sociales,Operadores de maquinaria,Superior,82.36434,46.51163,43.5
Servicios sociales,Otras ocupaciones,Básica,50.28284,,
Servicios sociales,Otras ocupaciones,Media superior,65.89147,,
Servicios sociales,Otras ocupaciones,Superior,45.058139999999995,,
Servicios sociales,Profesionistas y técnicos,Básica,90.697675,63.953485,29.5
Servicios sociales,Profesionistas y técnicos,Media superior,109.496125,83.72093,23.5
Servicios sociales,Profesionistas y técnicos,No especificado,190.27483999999998,81.39535,57.2
Servicios sociales,Profesionistas y técnicos,Sin instrucción,,111.62791,
Servicios sociales,Profesionistas y técnicos,Superior,114.28571,106.31229,7.0
Servicios sociales,Servicios personales,Básica,37.5,,
Servicios sociales,Servicios personales,Media superior,51.033595,93.02326,-82.3
Servicios sociales,Servicios personales,Sin instrucción,41.34367,186.04651,-350.0
Servicios sociales,Servicios personales,Superior,58.13953,52.976564999999994,8.9
Servicios sociales,Trabajadores de la educación,Básica,85.555555,,
Servicios sociales,Trabajadores de la educación,Media superior,139.53488,85.694155,38.6
Servicios sociales,Trabajadores de la educación,Sin instrucción,51.02041,,
Servicios sociales,Trabajadores de la educación,Superior,148.83721,119.60133,19.6
Servicios sociales,Trabajadores del arte,Básica,66.40546,59.069765000000004,11.0
Servicios sociales,Trabajadores del arte,Media superior,74.7093,61.123009999999994,18.2
Servicios sociales,Trabajadores del arte,No especificado,155.03876,59.011624999999995,61.9
Servicios sociales,Trabajadores del arte,Sin instrucción,,33.33333,
Servicios sociales,Trabajadores del arte,Superior,81.39535,69.76744,14.3
Transportes y comunicaciones,Actividades administrativas,Básica,57.054925,41.31783,27.6
Transportes y comunicaciones,Actividades administrativas,Media superior,60.0,52.5,12.5
Transportes y comunicaciones,Actividades administrativas,No especificado,218.60465,,
Transportes y comunicaciones,Actividades administrativas,Sin instrucción,60.0,88.339795,-47.2
Transportes y comunicaciones,Actividades administrativas,Superior,66.66667,62.5,6.3
Transportes y comunicaciones,Actividades agrícolas,Básica,45.45455,45.83333,-0.8
Transportes y comunicaciones,Actividades agrícolas,Media superior,44.44444,44.44444,0.0
Transportes y comunicaciones,Actividades agrícolas,No especificado,41.66667,,
Transportes y comunicaciones,Actividades agrícolas,Sin instrucción,39.946704999999994,49.489795,-23.9
Transportes y comunicaciones,Actividades agrícolas,Superior,48.44961,54.26357,-12.0
Transportes y comunicaciones,Comerciantes y vendedores,Básica,30.0,42.85714,-42.9
Transportes y comunicaciones,Comerciantes y vendedores,Media superior,41.66667,44.29679,-6.3
Transportes y comunicaciones,Comerciantes y vendedores,No especificado,35.218255,,
Transportes y comunicaciones,Comerciantes y vendedores,Sin instrucción,30.88235,50.0,-61.9
Transportes y comunicaciones,Comerciantes y vendedores,Superior,50.0,55.55556,-11.1
Transportes y comunicaciones,Funcionarios y directivos,Básica,61.568034999999995,50.555555,17.9
Transportes y comunicaciones,Funcionarios y directivos,Media superior,66.728685,49.4186,25.9
Transportes y comunicaciones,Funcionarios y directivos,No especificado,145.34884,,
Transportes y comunicaciones,Funcionarios y directivos,Sin instrucción,37.93103,159.68992,-321.0
Transportes y comunicaciones,Funcionarios y directivos,Superior,79.54545,75.0,5.7
Transportes y comunicaciones,Industria extractiva y construcción,Básica,34.52381,,
Transportes y comunicaciones,Industria extractiva y construcción,Media superior,51.67959,56.25,-8.8
Transportes y comunicaciones,Industria extractiva y construcción,Superior,67.82946,84.625325,-24.8
Transportes y comunicaciones,Operadores de maquinaria,Básica,125.60606,,
Transportes y comunicaciones,Operadores de maquinaria,Media superior,55.581395,41.66667,25.0
Transportes y comunicaciones,Operadores de maquinaria,Sin instrucción,35.26786,,
Transportes y comunicaciones,Otras ocupaciones,Media superior,77.09750500000001,31.25,59.5
Transportes y comunicaciones,Otras ocupaciones,Superior,159.88371999999998,113.44299,29.0
Transportes y comunicaciones,Profesionistas y técnicos,Básica,135.44545499999998,,
Transportes y comunicaciones,Profesionistas y técnicos,Media superior,62.833765,,
Transportes y comunicaciones,Profesionistas y técnicos,Superior,88.88889,70.83333,20.3
Transportes y comunicaciones,Servicios personales,Básica,44.68279,59.02778,-32.1
Transportes y comunicaciones,Servicios personales,Media superior,50.0,62.5,-25.0
Transportes y comunicaciones,Servicios personales,No especificado,39.68254,,
Transportes y comunicaciones,Servicios personales,Sin instrucción,38.33333,30.0,21.7
Transportes y comunicaciones,Servicios personales,Superior,51.02041,60.0,-17.6
Transportes y comunicaciones,Trabajadores de la educación,Básica,58.13953,100.0,-72.0
Transportes y comunicaciones,Trabajadores de la educación,Media superior,145.918835,93.02326,36.2
Transportes y comunicaciones,Trabajadores de la educación,Superior,139.53488,139.53488,0.0
Transportes y comunicaciones,Trabajadores del arte,Básica,47.61905,49.418605,-3.8
Transportes y comunicaciones,Trabajadores del arte,Media superior,54.16667,46.693315,13.8
Transportes y comunicaciones,Trabajadores del arte,No especificado,134.44557,,
Transportes y comunicaciones,Trabajadores del arte,Sin instrucción,45.94298,31.25,32.0
Transportes y comunicaciones,Trabajadores del arte,Superior,63.95349,60.29285,5.7
