anio,sector,ocupacion,nivel_educ,sexo,poblacion_ocupada,media_ing_hora,mediana_ing_hora
2016,Servicios financieros y profesionales,Actividades agrícolas,Básica,Mujer,252646,22.38,17.86
2016,Servicios financieros y profesionales,Actividades agrícolas,Media superior,Hombre,800733,25.15,20.35
2016,Servicios financieros y profesionales,Actividades agrícolas,Media superior,Mujer,415819,25.13,18.95
2016,Servicios financieros y profesionales,Actividades agrícolas,No especificado,Hombre,1356,18.99,16.14987
2016,Servicios financieros y profesionales,Actividades agrícolas,Sin instrucción,Hombre,236978,25.69,20.0
2016,Servicios financieros y profesionales,Actividades agrícolas,Sin instrucción,Mujer,82567,21.81,17.44
2016,Servicios financieros y profesionales,Actividades agrícolas,Superior,Hombre,360222,29.82,22.22
2016,Servicios financieros y profesionales,Actividades agrícolas,Superior,Mujer,111156,28.63,21.25
2016,Servicios financieros y profesionales,Comerciantes y vendedores,Básica,Hombre,74043,25.74,19.05
2016,Servicios financieros y profesionales,Comerciantes y vendedores,Básica,Mujer,39358,39.0,20.0
2016,Servicios financieros y profesionales,Comerciantes y vendedores,Media superior,Hombre,118295,35.08,25.84
2016,Servicios financieros y profesionales,Comerciantes y vendedores,Media superior,Mujer,142113,47.42,29.07
2016,Servicios financieros y profesionales,Comerciantes y vendedores,No especificado,Hombre,4945,237.79,31.25
2016,Servicios financieros y profesionales,Comerciantes y vendedores,No especificado,Mujer,363,51.13,53.832905
2016,Servicios financieros y profesionales,Comerciantes y vendedores,Sin instrucción,Hombre,126291,17.09,12.5
2016,Servicios financieros y profesionales,Comerciantes y vendedores,Sin instrucción,Mujer,41609,17.02,12.5
2016,Servicios financieros y profesionales,Comerciantes y vendedores,Superior,Hombre,331525,66.23,40.7
2016,Servicios financieros y profesionales,Comerciantes y vendedores,Superior,Mujer,263046,68.03,38.76
2016,Servicios financieros y profesionales,Funcionarios y directivos,Básica,Hombre,40975,42.94,20.83
2016,Servicios financieros y profesionales,Funcionarios y directivos,Básica,Mujer,17592,28.6,16.67
2016,Servicios financieros y profesionales,Funcionarios y directivos,Media superior,Hombre,166076,44.74,31.25
2016,Servicios financieros y profesionales,Funcionarios y directivos,Media superior,Mujer,115488,45.46,26.79
2016,Servicios financieros y profesionales,Funcionarios y directivos,No especificado,Hombre,559,165.89,119.509045
2016,Servicios financieros y profesionales,Funcionarios y directivos,No especificado,Mujer,250,35.13,35.1365
2016,Servicios financieros y profesionales,Funcionarios y directivos,Sin instrucción,Hombre,7865,232.4,31.00775
2016,Servicios financieros y profesionales,Funcionarios y directivos,Sin instrucción,Mujer,214,28.31,28.30749
2016,Servicios financieros y profesionales,Funcionarios y directivos,Superior,Hombre,1264023,71.13,50.56
2016,Servicios financieros y profesionales,Funcionarios y directivos,Superior,Mujer,795785,61.77,44.19
2016,Servicios financieros y profesionales,Industria extractiva y construcción,Básica,Hombre,4508,17.0,17.764855
2016,Servicios financieros y profesionales,Industria extractiva y construcción,Media superior,Hombre,28620,27.96,24.92
2016,Servicios financieros y profesionales,Industria extractiva y construcción,Media superior,Mujer,4744,31.27,25.0
2016,Servicios financieros y profesionales,Industria extractiva y construcción,Superior,Hombre,28848,37.13,31.94
2016,Servicios financieros y profesionales,Industria extractiva y construcción,Superior,Mujer,3355,36.04,37.2093
2016,Servicios financieros y profesionales,Operadores de maquinaria,Básica,Hombre,2110,19.89,18.75
2016,Servicios financieros y profesionales,Operadores de maquinaria,Media superior,Hombre,783,21.86,23.571424999999998
2016,Servicios financieros y profesionales,Operadores de maquinaria,Media superior,Mujer,248,25.0,25.0
2016,Servicios financieros y profesionales,Operadores de maquinaria,Sin instrucción,Hombre,1777,28.58,26.611295
2016,Servicios financieros y profesionales,Operadores de maquinaria,Sin instrucción,Mujer,449,18.75,18.75
2016,Servicios financieros y profesionales,Operadores de maquinaria,Superior,Hombre,410,50.05,52.32558
2016,Servicios financieros y profesionales,Operadores de maquinaria,Superior,Mujer,101,51.68,51.67959
2016,Servicios financieros y profesionales,Otras ocupaciones,Superior,Hombre,456,55.72,44.350030000000004
2016,Servicios financieros y profesionales,Otras ocupaciones,Superior,Mujer,1560,34.88,34.88372
2016,Servicios financieros y profesionales,Profesionistas y técnicos,Básica,Hombre,231,66.83,61.666665
2016,Servicios financieros y profesionales,Profesionistas y técnicos,Media superior,Hombre,312,128.21,96.89922
2016,Servicios financieros y profesionales,Profesionistas y técnicos,Media superior,Mujer,1362,57.09,42.63566
2016,Servicios financieros y profesionales,Profesionistas y técnicos,Superior,Hombre,7076,88.47,69.77
2016,Servicios financieros y profesionales,Profesionistas y técnicos,Superior,Mujer,8007,88.03,46.51
2016,Servicios financieros y profesionales,Servicios personales,Básica,Hombre,20547,32.16,29.07
2016,Servicios financieros y profesionales,Servicios personales,Media superior,Hombre,76897,29.74,26.67
2016,Servicios financieros y profesionales,Servicios personales,Media superior,Mujer,676,18.47,18.198529999999998
2016,Servicios financieros y profesionales,Servicios personales,No especificado,Hombre,132,27.5,27.5
2016,Servicios financieros y profesionales,Servicios personales,Sin instrucción,Hombre,4434,25.14,24.069765
2016,Servicios financieros y profesionales,Servicios personales,Superior,Hombre,34956,39.7,31.25
2016,Servicios financieros y profesionales,Servicios personales,Superior,Mujer,351,26.04,26.04167
2016,Servicios financieros y profesionales,Trabajadores de la educación,Básica,Hombre,1497,92.56,45.865635
2016,Servicios financieros y profesionales,Trabajadores de la educación,Básica,Mujer,470,41.99,88.91929
2016,Servicios financieros y profesionales,Trabajadores de la educación,Media superior,Hombre,10079,53.36,37.88355
2016,Servicios financieros y profesionales,Trabajadores de la educación,Media superior,Mujer,7729,73.14,50.0
2016,Servicios financieros y profesionales,Trabajadores de la educación,Superior,Hombre,121091,156.87,93.02
2016,Servicios financieros y profesionales,Trabajadores de la educación,Superior,Mujer,76869,91.61,65.12
2016,Servicios financieros y profesionales,Trabajadores del arte,Básica,Hombre,22974,28.8,21.74
2016,Servicios financieros y profesionales,Trabajadores del arte,Básica,Mujer,18091,33.11,24.92
2016,Servicios financieros y profesionales,Trabajadores del arte,Media superior,Hombre,153670,35.63,29.07
2016,Servicios financieros y profesionales,Trabajadores del arte,Media superior,Mujer,227185,31.98,26.67
2016,Servicios financieros y profesionales,Trabajadores del arte,No especificado,Mujer,147,46.51,46.51163
2016,Servicios financieros y profesionales,Trabajadores del arte,Sin instrucción,Hombre,5388,18.0,20.922620000000002
2016,Servicios financieros y profesionales,Trabajadores del arte,Sin instrucción,Mujer,1191,15.61,18.120155
2016,Servicios financieros y profesionales,Trabajadores del arte,Superior,Hombre,402551,44.06,34.45
2016,Servicios financieros y profesionales,Trabajadores del arte,Superior,Mujer,523410,39.42,31.01
2016,Servicios sociales,Actividades administrativas,Básica,Hombre,10893,34.8,30.33
2016,Servicios sociales,Actividades administrativas,Básica,Mujer,23975,26.34,22.92
2016,Servicios sociales,Actividades administrativas,Media superior,Hombre,51810,36.1,30.33
2016,Servicios sociales,Actividades administrativas,Media superior,Mujer,49123,28.17,24.0
2016,Servicios sociales,Actividades administrativas,Sin instrucción,Hombre,1794,28.37,26.74419
2016,Servicios sociales,Actividades administrativas,Sin instrucción,Mujer,5096,20.76,20.48611
2016,Servicios sociales,Actividades administrativas,Superior,Hombre,55156,47.89,40.7
2016,Servicios sociales,Actividades administrativas,Superior,Mujer,31142,32.13,25.58
2016,Servicios sociales,Actividades agrícolas,Básica,Hombre,54067,33.54,29.07
2016,Servicios sociales,Actividades agrícolas,Básica,Mujer,94569,24.87,21.32
2016,Servicios sociales,Actividades agrícolas,Media superior,Hombre,175354,34.88,33.91
2016,Servicios sociales,Actividades agrícolas,Media superior,Mujer,308349,32.1,27.91
2016,Servicios sociales,Actividades agrícolas,No especificado,Mujer,404,14.78,15.16684
2016,Servicios sociales,Actividades agrícolas,Sin instrucción,Hombre,24593,21.47,17.71
2016,Servicios sociales,Actividades agrícolas,Sin instrucción,Mujer,32218,21.92,19.38
2016,Servicios sociales,Actividades agrícolas,Superior,Hombre,176866,38.79,37.21
2016,Servicios sociales,Actividades agrícolas,Superior,Mujer,250040,34.28,27.91
2016,Servicios sociales,Comerciantes y vendedores,Básica,Hombre,132,24.98,24.97847
2016,Servicios sociales,Comerciantes y vendedores,Básica,Mujer,1627,30.25,34.88372
2016,Servicios sociales,Comerciantes y vendedores,Media superior,Hombre,1999,34.52,27.78239
2016,Servicios sociales,Comerciantes y vendedores,Media superior,Mujer,6200,24.3,24.22481
2016,Servicios sociales,Comerciantes y vendedores,Sin instrucción,Hombre,700,19.93,19.724375000000002
2016,Servicios sociales,Comerciantes y vendedores,Superior,Hombre,6415,30.73,24.22
2016,Servicios sociales,Comerciantes y vendedores,Superior,Mujer,6908,37.22,31.01
2016,Servicios sociales,Funcionarios y directivos,Básica,Hombre,10495,61.77,39.87
2016,Servicios sociales,Funcionarios y directivos,Básica,Mujer,18693,50.93,29.17
2016,Servicios sociales,Funcionarios y directivos,Media superior,Hombre,115001,49.02,42.64
2016,Servicios sociales,Funcionarios y directivos,Media superior,Mujer,397989,44.25,38.76
2016,Servicios sociales,Funcionarios y directivos,Sin instrucción,Hombre,1401,20.73,39.098835
2016,Servicios sociales,Funcionarios y directivos,Sin instrucción,Mujer,7225,67.08,40.17857
2016,Servicios sociales,Funcionarios y directivos,Superior,Hombre,771206,81.29,60.0
2016,Servicios sociales,Funcionarios y directivos,Superior,Mujer,1383554,64.03,51.68
2016,Servicios sociales,Industria extractiva y construcción,Media superior,Hombre,425,10.56,8.39793
2016,Servicios sociales,Industria extractiva y construcción,Media superior,Mujer,142,21.28,21.2766
2016,Servicios sociales,Industria extractiva y construcción,Superior,Hombre,3310,64.04,50.387595000000005
2016,Servicios sociales,Industria extractiva y construcción,Superior,Mujer,405,42.82,46.179405
2016,Servicios sociales,Operadores de maquinaria,Básica,Hombre,956,30.85,31.25
2016,Servicios sociales,Operadores de maquinaria,Media superior,Hombre,770,39.8,47.14286
2016,Servicios sociales,Operadores de maquinaria,Superior,Hombre,873,83.62,37.2093
2016,Servicios sociales,Operadores de maquinaria,Superior,Mujer,391,44.96,44.96124
2016,Servicios sociales,Otras ocupaciones,Media superior,Hombre,515,83.33,83.33333
2016,Servicios sociales,Otras ocupaciones,Media superior,Mujer,2054,72.67,72.67442
2016,Servicios sociales,Otras ocupaciones,Superior,Hombre,114,33.22,33.22259
2016,Servicios sociales,Otras ocupaciones,Superior,Mujer,152,34.88,34.88372
2016,Servicios sociales,Profesionistas y técnicos,Básica,Hombre,12082,60.8,58.13953
2016,Servicios sociales,Profesionistas y técnicos,Básica,Mujer,8793,52.2,55.56
2016,Servicios sociales,Profesionistas y técnicos,Media superior,Hombre,89171,63.95,58.14
2016,Servicios sociales,Profesionistas y técnicos,Media superior,Mujer,223709,64.83,54.26
2016,Servicios sociales,Profesionistas y técnicos,No especificado,Mujer,347,36.9,34.88372
2016,Servicios sociales,Profesionistas y técnicos,Sin instrucción,Hombre,1476,68.39,62.790695
2016,Servicios sociales,Profesionistas y técnicos,Sin instrucción,Mujer,1015,40.35,40.0
2016,Servicios sociales,Profesionistas y técnicos,Superior,Hombre,1250427,83.21,69.77
2016,Servicios sociales,Profesionistas y técnicos,Superior,Mujer,2098022,74.68,65.12
2016,Servicios sociales,Servicios personales,Básica,Hombre,2432,28.38,29.06977
2016,Servicios sociales,Servicios personales,Básica,Mujer,302,16.28,16.27907
2016,Servicios sociales,Servicios personales,Media superior,Hombre,10971,37.36,31.63
2016,Servicios sociales,Servicios personales,Media superior,Mujer,540,29.0,26.485785
2016,Servicios sociales,Servicios personales,Sin instrucción,Hombre,3655,22.76,21.70543
2016,Servicios sociales,Servicios personales,Superior,Hombre,10476,53.53,38.76
2016,Servicios sociales,Servicios personales,Superior,Mujer,1155,23.26,23.25581
2016,Servicios sociales,Trabajadores de la educación,Básica,Mujer,32,34.88,34.88372
2016,Servicios sociales,Trabajadores de la educación,Media superior,Hombre,7531,69.35,77.51938
2016,Servicios sociales,Trabajadores de la educación,Media superior,Mujer,8582,77.9,72.67
2016,Servicios sociales,Trabajadores de la educación,Sin instrucción,Mujer,790,5.32,6.48671
2016,Servicios sociales,Trabajadores de la educación,Superior,Hombre,101375,104.45,87.21
2016,Servicios sociales,Trabajadores de la educación,Superior,Mujer,126076,98.94,88.37
2016,Servicios sociales,Trabajadores del arte,Básica,Hombre,3905,28.23,23.92027
2016,Servicios sociales,Trabajadores del arte,Básica,Mujer,14949,57.79,41.67
2016,Servicios sociales,Trabajadores del arte,Media superior,Hombre,40859,47.38,38.76
2016,Servicios sociales,Trabajadores del arte,Media superior,Mujer,258546,41.06,36.34
2016,Servicios sociales,Trabajadores del arte,No especificado,Mujer,560,42.99,42.151160000000004
2016,Servicios sociales,Trabajadores del arte,Sin instrucción,Hombre,2825,37.24,37.2093
2016,Servicios sociales,Trabajadores del arte,Sin instrucción,Mujer,2428,49.21,22.22222
2016,Servicios sociales,Trabajadores del arte,Superior,Hombre,243843,55.47,46.51
2016,Servicios sociales,Trabajadores del arte,Superior,Mujer,617281,48.15,40.7
2016,Transportes y comunicaciones,Actividades administrativas,Básica,Hombre,28731,31.86,30.0
2016,Transportes y comunicaciones,Actividades administrativas,Básica,Mujer,2790,25.28,28.44143
2016,Transportes y comunicaciones,Actividades administrativas,Media superior,Hombre,133066,35.36,30.0
2016,Transportes y comunicaciones,Actividades administrativas,Media superior,Mujer,3383,26.73,23.304325
2016,Transportes y comunicaciones,Actividades administrativas,No especificado,Hombre,143,49.18,49.18033
2016,Transportes y comunicaciones,Actividades administrativas,Sin instrucción,Hombre,22717,50.54,37.21
2016,Transportes y comunicaciones,Actividades administrativas,Sin instrucción,Mujer,185,19.52,19.51523
2016,Transportes y comunicaciones,Actividades administrativas,Superior,Hombre,102488,47.13,36.36
2016,Transportes y comunicaciones,Actividades administrativas,Superior,Mujer,6603,42.78,33.91473
2016,Transportes y comunicaciones,Actividades agrícolas,Básica,Hombre,60209,25.62,21.43
2016,Transportes y comunicaciones,Actividades agrícolas,Básica,Mujer,12822,26.23,20.67
2016,Transportes y comunicaciones,Actividades agrícolas,Media superior,Hombre,142350,27.15,22.22
2016,Transportes y comunicaciones,Actividades agrícolas,Media superior,Mujer,40931,30.33,20.37
2016,Transportes y comunicaciones,Actividades agrícolas,No especificado,Hombre,592,19.9,17.70833
2016,Transportes y comunicaciones,Actividades agrícolas,Sin instrucción,Hombre,32151,22.45,19.38
2016,Transportes y comunicaciones,Actividades agrícolas,Sin instrucción,Mujer,5458,37.48,22.5
2016,Transportes y comunicaciones,Actividades agrícolas,Superior,Hombre,61098,28.0,24.22
2016,Transportes y comunicaciones,Actividades agrícolas,Superior,Mujer,18405,33.36,26.04
2016,Transportes y comunicaciones,Comerciantes y vendedores,Básica,Hombre,73699,18.49,16.67
2016,Transportes y comunicaciones,Comerciantes y vendedores,Básica,Mujer,6063,22.75,16.333334999999998
2016,Transportes y comunicaciones,Comerciantes y vendedores,Media superior,Hombre,130631,26.83,18.75
2016,Transportes y comunicaciones,Comerciantes y vendedores,Media superior,Mujer,28418,23.51,21.14
2016,Transportes y comunicaciones,Comerciantes y vendedores,Sin instrucción,Hombre,38522,17.92,16.0
2016,Transportes y comunicaciones,Comerciantes y vendedores,Sin instrucción,Mujer,301,9.56,9.15836
2016,Transportes y comunicaciones,Comerciantes y vendedores,Superior,Hombre,135587,38.09,26.83
2016,Transportes y comunicaciones,Comerciantes y vendedores,Superior,Mujer,52603,40.61,31.25
2016,Transportes y comunicaciones,Funcionarios y directivos,Básica,Hombre,6231,57.36,26.38889
2016,Transportes y comunicaciones,Funcionarios y directivos,Básica,Mujer,1817,36.5,29.06977
2016,Transportes y comunicaciones,Funcionarios y directivos,Media superior,Hombre,36473,50.29,38.71
2016,Transportes y comunicaciones,Funcionarios y directivos,Media superior,Mujer,19863,40.03,38.76
2016,Transportes y comunicaciones,Funcionarios y directivos,Sin instrucción,Hombre,7292,40.5,23.223515
2016,Transportes y comunicaciones,Funcionarios y directivos,Superior,Hombre,207003,63.35,48.45
2016,Transportes y comunicaciones,Funcionarios y directivos,Superior,Mujer,124133,61.95,46.51
2016,Transportes y comunicaciones,Industria extractiva y construcción,Básica,Hombre,1769,21.5,27.13178
2016,Transportes y comunicaciones,Industria extractiva y construcción,Media superior,Hombre,4997,85.0,31.25
2016,Transportes y comunicaciones,Industria extractiva y construcción,Media superior,Mujer,771,30.54,35.271315
2016,Transportes y comunicaciones,Industria extractiva y construcción,Superior,Hombre,8622,47.99,45.68
2016,Transportes y comunicaciones,Industria extractiva y construcción,Superior,Mujer,336,40.34,40.396950000000004
2016,Transportes y comunicaciones,Operadores de maquinaria,Básica,Hombre,484,23.35,27.5
2016,Transportes y comunicaciones,Operadores de maquinaria,Media superior,Hombre,1104,49.76,58.333335000000005
2016,Transportes y comunicaciones,Operadores de maquinaria,Sin instrucción,Hombre,587,12.0,12.0
2016,Transportes y comunicaciones,Otras ocupaciones,Superior,Mujer,121,46.51,46.51163
2016,Transportes y comunicaciones,Profesionistas y técnicos,Básica,Hombre,278,48.19,51.67959
2016,Transportes y comunicaciones,Profesionistas y técnicos,Media superior,Hombre,275,45.68,49.972315
2016,Transportes y comunicaciones,Profesionistas y técnicos,Media superior,Mujer,50,21.8,21.80233
2016,Transportes y comunicaciones,Profesionistas y técnicos,Superior,Hombre,278,45.86,58.13953
2016,Transportes y comunicaciones,Profesionistas y técnicos,Superior,Mujer,533,31.27,34.88372
2016,Transportes y comunicaciones,Servicios personales,Básica,Hombre,948977,28.59,23.26
2016,Transportes y comunicaciones,Servicios personales,Básica,Mujer,8381,39.29,25.0
2016,Transportes y comunicaciones,Servicios personales,Media superior,Hombre,2065289,29.82,24.92
2016,Transportes y comunicaciones,Servicios personales,Media superior,Mujer,26643,64.25,40.0
2016,Transportes y comunicaciones,Servicios personales,No especificado,Hombre,1449,32.77,24.570875
2016,Transportes y comunicaciones,Servicios personales,No especificado,Mujer,326,21.33,21.50013
2016,Transportes y comunicaciones,Servicios personales,Sin instrucción,Hombre,307869,27.62,20.0
2016,Transportes y comunicaciones,Servicios personales,Sin instrucción,Mujer,1495,17.39,20.0
2016,Transportes y comunicaciones,Servicios personales,Superior,Hombre,1144489,31.61,25.0
2016,Transportes y comunicaciones,Servicios personales,Superior,Mujer,8402,34.47,25.0
2016,Transportes y comunicaciones,Trabajadores de la educación,Básica,Hombre,3633,70.37,66.168325
2016,Transportes y comunicaciones,Trabajadores de la educación,Básica,Mujer,245,507.78,83.33333
2016,Transportes y comunicaciones,Trabajadores de la educación,Media superior,Hombre,6439,176.72,77.52
2016,Transportes y comunicaciones,Trabajadores de la educación,Media superior,Mujer,7442,148.78,89.204285
2016,Transportes y comunicaciones,Trabajadores de la educación,Sin instrucción,Hombre,943,91.86,93.02326
2016,Transportes y comunicaciones,Trabajadores de la educación,Sin instrucción,Mujer,364,124.58,124.58472
2016,Transportes y comunicaciones,Trabajadores de la educación,Superior,Hombre,47453,102.21,62.02
2016,Transportes y comunicaciones,Trabajadores de la educación,Superior,Mujer,18552,77.59,55.81
2016,Transportes y comunicaciones,Trabajadores del arte,Básica,Hombre,34475,24.81,21.32
2016,Transportes y comunicaciones,Trabajadores del arte,Básica,Mujer,11502,20.75,20.83
2016,Transportes y comunicaciones,Trabajadores del arte,Media superior,Hombre,162950,30.75,27.48
2016,Transportes y comunicaciones,Trabajadores del arte,Media superior,Mujer,95535,35.05,27.27
2016,Transportes y comunicaciones,Trabajadores del arte,Sin instrucción,Hombre,10374,22.03,19.37984
2016,Transportes y comunicaciones,Trabajadores del arte,Sin instrucción,Mujer,502,21.95,23.42048
2016,Transportes y comunicaciones,Trabajadores del arte,Superior,Hombre,300674,41.95,33.22
2016,Transportes y comunicaciones,Trabajadores del arte,Superior,Mujer,193265,37.19,29.18
2017,Agropecuario,Actividades administrativas,Básica,Hombre,20212,28.58,25.0
2017,Agropecuario,Actividades administrativas,Básica,Mujer,3552,63.47,24.90476
2017,Agropecuario,Actividades administrativas,Media superior,Hombre,45294,28.45,25.0
2017,Agropecuario,Actividades administrativas,Media superior,Mujer,5039,22.82,23.214285
2017,Agropecuario,Actividades administrativas,Sin instrucción,Hombre,12767,24.93,22.22
2017,Agropecuario,Actividades administrativas,Sin instrucción,Mujer,2793,29.09,25.186880000000002
2017,Agropecuario,Actividades administrativas,Superior,Hombre,16868,26.65,25.0
2017,Agropecuario,Actividades administrativas,Superior,Mujer,1255,30.54,27.20588
2017,Agropecuario,Actividades agrícolas,Básica,Hombre,37725,20.87,19.74
2017,Agropecuario,Actividades agrícolas,Básica,Mujer,8155,30.2,25.0
2017,Agropecuario,Actividades agrícolas,Media superior,Hombre,33813,22.15,20.0
2017,Agropecuario,Actividades agrícolas,Media superior,Mujer,8828,28.27,25.0
2017,Agropecuario,Actividades agrícolas,Sin instrucción,Hombre,43901,18.59,16.67
2017,Agropecuario,Actividades agrícolas,Sin instrucción,Mujer,4690,23.22,23.91304
2017,Agropecuario,Actividades agrícolas,Superior,Hombre,17270,28.4,24.92
2017,Agropecuario,Actividades agrícolas,Superior,Mujer,857,13.66,13.55932
2017,Agropecuario,Comerciantes y vendedores,Básica,Hombre,3720,26.14,30.0
2017,Agropecuario,Comerciantes y vendedores,Básica,Mujer,360,52.41,46.611295
2017,Agropecuario,Comerciantes y vendedores,Media superior,Hombre,6759,26.17,23.61111
2017,Agropecuario,Comerciantes y vendedores,Media superior,Mujer,2363,26.28,29.06977
2017,Agropecuario,Comerciantes y vendedores,Sin instrucción,Hombre,2278,24.19,24.0
2017,Agropecuario,Comerciantes y vendedores,Sin instrucción,Mujer,794,32.09,20.83333
2017,Agropecuario,Comerciantes y vendedores,Superior,Hombre,3157,34.3,31.869445
2017,Agropecuario,Comerciantes y vendedores,Superior,Mujer,2673,69.92,27.69565
2017,Agropecuario,Funcionarios y directivos,Básica,Hombre,18575,26.99,21.43
2017,Agropecuario,Funcionarios y directivos,Básica,Mujer,412,86.21,86.2069
2017,Agropecuario,Funcionarios y directivos,Media superior,Hombre,31482,30.76,25.71
2017,Agropecuario,Funcionarios y directivos,Media superior,Mujer,9021,32.85,31.81818
2017,Agropecuario,Funcionarios y directivos,Sin instrucción,Hombre,16361,26.14,24.0
2017,Agropecuario,Funcionarios y directivos,Superior,Hombre,35271,54.07,41.67
2017,Agropecuario,Funcionarios y directivos,Superior,Mujer,19775,37.89,31.25
2017,Agropecuario,Industria extractiva y construcción,Superior,Hombre,227,34.88,34.88372
2017,Agropecuario,Industria extractiva y construcción,Superior,Mujer,131,64.6,64.59948
2017,Agropecuario,Operadores de maquinaria,Básica,Hombre,4336915,21.32,17.5
2017,Agropecuario,Operadores de maquinaria,Básica,Mujer,424347,23.24,18.75
2017,Agropecuario,Operadores de maquinaria,Media superior,Hombre,3555821,22.09,18.75
2017,Agropecuario,Operadores de maquinaria,Media superior,Mujer,392532,23.35,20.0
2017,Agropecuario,Operadores de maquinaria,No especificado,Hombre,5789,24.44,17.56091
2017,Agropecuario,Operadores de maquinaria,No especificado,Mujer,929,42.86,42.85714
2017,Agropecuario,Operadores de maquinaria,Sin instrucción,Hombre,4910841,18.88,15.0
2017,Agropecuario,Operadores de maquinaria,Sin instrucción,Mujer,417146,19.21,16.67
2017,Agropecuario,Operadores de maquinaria,Superior,Hombre,1185197,26.0,18.75
2017,Agropecuario,Operadores de maquinaria,Superior,Mujer,75105,38.21,20.0
2017,Agropecuario,Profesionistas y técnicos,Superior,Hombre,117,31.01,31.00775
2017,Agropecuario,Servicios personales,Básica,Hombre,104804,46.38,28.57
2017,Agropecuario,Servicios personales,Básica,Mujer,1096,22.12,22.18992
2017,Agropecuario,Servicios personales,Media superior,Hombre,96824,30.32,26.67
2017,Agropecuario,Servicios personales,Sin instrucción,Hombre,66371,29.23,25.0
2017,Agropecuario,Servicios personales,Superior,Hombre,35941,29.19,23.91
2017,Agropecuario,Servicios personales,Superior,Mujer,246,100.0,100.0
2017,Agropecuario,Trabajadores de la educación,Básica,Hombre,1982,172.57,60.0
2017,Agropecuario,Trabajadores de la educación,Básica,Mujer,1860,29.34,56.25
2017,Agropecuario,Trabajadores de la educación,Media superior,Hombre,6097,57.45,55.55556
2017,Agropecuario,Trabajadores de la educación,Media superior,Mujer,1349,97.02,100.0
2017,Agropecuario,Trabajadores de la educación,Sin instrucción,Hombre,1389,21.57,20.427484999999997
2017,Agropecuario,Trabajadores de la educación,Sin instrucción,Mujer,144,105.71,105.70825
2017,Agropecuario,Trabajadores de la educación,Superior,Hombre,15337,90.67,51.68
2017,Agropecuario,Trabajadores de la educación,Superior,Mujer,3182,132.12,77.77778
2017,Agropecuario,Trabajadores del arte,Básica,Hombre,2456,29.92,28.003875
2017,Agropecuario,Trabajadores del arte,Básica,Mujer,981,27.28,25.516795000000002
2017,Agropecuario,Trabajadores del arte,Media superior,Hombre,7215,43.31,32.767855
2017,Agropecuario,Trabajadores del arte,Media superior,Mujer,5451,31.54,29.130435
2017,Agropecuario,Trabajadores del arte,Sin instrucción,Hombre,413,15.57,16.66667
2017,Agropecuario,Trabajadores del arte,Superior,Hombre,15143,53.06,39.87
2017,Agropecuario,Trabajadores del arte,Superior,Mujer,15344,33.67,29.07
2017,Comercio,Actividades administrativas,Básica,Hombre,197833,28.02,25.0
2017,Comercio,Actividades administrativas,Básica,Mujer,53212,21.57,19.38
2017,Comercio,Actividades administrativas,Media superior,Hombre,421852,29.44,25.37
2017,Comercio,Actividades administrativas,Media superior,Mujer,124442,26.32,20.83
2017,Comercio,Actividades administrativas,No especificado,Hombre,1529,23.48,18.75
2017,Comercio,Actividades administrativas,Sin instrucción,Hombre,65524,25.96,25.0
2017,Comercio,Actividades administrativas,Sin instrucción,Mujer,22768,20.45,19.93
2017,Comercio,Actividades administrativas,Superior,Hombre,267153,35.32,28.34
2017,Comercio,Actividades administrativas,Superior,Mujer,51783,29.42,22.22
2017,Comercio,Actividades agrícolas,Básica,Hombre,228801,22.61,20.0
2017,Comercio,Actividades agrícolas,Básica,Mujer,98542,24.49,21.05
2017,Comercio,Actividades agrícolas,Media superior,Hombre,382298,24.24,20.83
2017,Comercio,Actividades agrícolas,Media superior,Mujer,130898,25.8,21.19
2017,Comercio,Actividades agrícolas,No especificado,Hombre,243,31.25,31.25
2017,Comercio,Actividades agrícolas,No especificado,Mujer,1014,24.96,24.95847
2017,Comercio,Actividades agrícolas,Sin instrucción,Hombre,140590,21.03,19.7
2017,Comercio,Actividades agrícolas,Sin instrucción,Mujer,55786,22.79,19.64
2017,Comercio,Actividades agrícolas,Superior,Hombre,188440,25.24,21.43
2017,Comercio,Actividades agrícolas,Superior,Mujer,37738,24.36,21.53
2017,Comercio,Comerciantes y vendedores,Básica,Hombre,1390669,27.51,20.83
2017,Comercio,Comerciantes y vendedores,Básica,Mujer,1904151,26.47,16.67
2017,Comercio,Comerciantes y vendedores,Media superior,Hombre,2696060,29.59,22.46
2017,Comercio,Comerciantes y vendedores,Media superior,Mujer,4187073,28.37,19.93
2017,Comercio,Comerciantes y vendedores,No especificado,Hombre,9926,33.12,25.0
2017,Comercio,Comerciantes y vendedores,No especificado,Mujer,3938,17.14,18.57143
2017,Comercio,Comerciantes y vendedores,Sin instrucción,Hombre,717398,26.06,19.11
2017,Comercio,Comerciantes y vendedores,Sin instrucción,Mujer,1259164,20.68,14.29
2017,Comercio,Comerciantes y vendedores,Superior,Hombre,2566006,38.48,25.84
2017,Comercio,Comerciantes y vendedores,Superior,Mujer,2786484,34.29,22.5
2017,Comercio,Funcionarios y directivos,Básica,Hombre,7789,33.67,28.436695
2017,Comercio,Funcionarios y directivos,Básica,Mujer,1928,25.29,25.0
2017,Comercio,Funcionarios y directivos,Media superior,Hombre,46269,38.51,30.42
