anio,sector,ocupacion,nivel_educ,sexo,poblacion_ocupada,media_ing_hora,mediana_ing_hora
2008,Manufactura,Funcionarios y directivos,Sin instrucción,Hombre,5603,34.23,22.91667
2008,Manufactura,Funcionarios y directivos,Sin instrucción,Mujer,1229,41.38,23.25581
2008,Manufactura,Funcionarios y directivos,Superior,Hombre,426066,58.12,45.0
2008,Manufactura,Funcionarios y directivos,Superior,Mujer,180725,52.28,41.34
2008,Manufactura,Industria extractiva y construcción,Básica,Hombre,32910,19.35,15.56
2008,Manufactura,Industria extractiva y construcción,Básica,Mujer,3118,18.57,21.527775
2008,Manufactura,Industria extractiva y construcción,Media superior,Hombre,45240,23.22,18.75
2008,Manufactura,Industria extractiva y construcción,Media superior,Mujer,2617,21.91,20.83333
2008,Manufactura,Industria extractiva y construcción,No especificado,Hombre,96,9.8,9.80392
2008,Manufactura,Industria extractiva y construcción,Sin instrucción,Hombre,35378,16.98,14.29
2008,Manufactura,Industria extractiva y construcción,Sin instrucción,Mujer,845,7.48,7.47508
2008,Manufactura,Industria extractiva y construcción,Superior,Hombre,20065,38.45,34.11
2008,Manufactura,Industria extractiva y construcción,Superior,Mujer,1358,55.6,43.60465
2008,Manufactura,Operadores de maquinaria,Básica,Hombre,32976,16.9,14.38
2008,Manufactura,Operadores de maquinaria,Básica,Mujer,4533,16.79,16.66667
2008,Manufactura,Operadores de maquinaria,Media superior,Hombre,26412,16.15,15.56
2008,Manufactura,Operadores de maquinaria,Media superior,Mujer,2981,17.31,14.58333
2008,Manufactura,Operadores de maquinaria,Sin instrucción,Hombre,46050,16.41,12.5
2008,Manufactura,Operadores de maquinaria,Sin instrucción,Mujer,3073,20.87,20.41667
2008,Manufactura,Operadores de maquinaria,Superior,Hombre,10343,28.96,21.89
2008,Manufactura,Operadores de maquinaria,Superior,Mujer,39,50.0,50.0
2008,Manufactura,Otras ocupaciones,Media superior,Hombre,102,31.86,31.85728
2008,Manufactura,Profesionistas y técnicos,Básica,Hombre,199,16.81,16.789215
2008,Manufactura,Profesionistas y técnicos,Básica,Mujer,952,22.23,22.304965
2008,Manufactura,Profesionistas y técnicos,Media superior,Hombre,4200,39.34,27.87502
2008,Manufactura,Profesionistas y técnicos,Media superior,Mujer,4166,26.06,25.227715
2008,Manufactura,Profesionistas y técnicos,Sin instrucción,Mujer,229,15.56,15.55556
2008,Manufactura,Profesionistas y técnicos,Superior,Hombre,2968,112.22,66.92506499999999
2008,Manufactura,Profesionistas y técnicos,Superior,Mujer,5859,45.9,37.0155
2008,Manufactura,Servicios personales,Básica,Hombre,134182,24.24,20.93
2008,Manufactura,Servicios personales,Básica,Mujer,1608,13.94,14.06492
2008,Manufactura,Servicios personales,Media superior,Hombre,315138,24.02,21.43
2008,Manufactura,Servicios personales,Media superior,Mujer,704,22.85,20.83333
2008,Manufactura,Servicios personales,Sin instrucción,Hombre,35855,22.14,19.72
2008,Manufactura,Servicios personales,Sin instrucción,Mujer,85,12.5,12.5
2008,Manufactura,Servicios personales,Superior,Hombre,87435,27.11,24.0
2008,Manufactura,Servicios personales,Superior,Mujer,3835,20.95,20.25194
2008,Manufactura,Trabajadores de la educación,Básica,Hombre,16499,46.25,31.01
2008,Manufactura,Trabajadores de la educación,Básica,Mujer,5133,105.84,34.88372
2008,Manufactura,Trabajadores de la educación,Media superior,Hombre,44889,55.62,41.67
2008,Manufactura,Trabajadores de la educación,Media superior,Mujer,16339,55.1,41.67
2008,Manufactura,Trabajadores de la educación,Sin instrucción,Hombre,13000,38.48,39.87
2008,Manufactura,Trabajadores de la educación,Sin instrucción,Mujer,2798,65.97,31.398809999999997
2008,Manufactura,Trabajadores de la educación,Superior,Hombre,170812,113.84,79.28
2008,Manufactura,Trabajadores de la educación,Superior,Mujer,53396,75.54,62.29
2008,Manufactura,Trabajadores del arte,Básica,Hombre,66724,22.15,20.0
2008,Manufactura,Trabajadores del arte,Básica,Mujer,33650,22.16,20.0
2008,Manufactura,Trabajadores del arte,Media superior,Hombre,312846,27.01,22.5
2008,Manufactura,Trabajadores del arte,Media superior,Mujer,216768,27.34,22.92
2008,Manufactura,Trabajadores del arte,No especificado,Mujer,300,25.71,25.222865
2008,Manufactura,Trabajadores del arte,Sin instrucción,Hombre,20658,19.19,17.5
2008,Manufactura,Trabajadores del arte,Sin instrucción,Mujer,6194,27.16,27.20588
2008,Manufactura,Trabajadores del arte,Superior,Hombre,388903,49.29,35.35
2008,Manufactura,Trabajadores del arte,Superior,Mujer,282842,40.46,32.5
2008,Restaurantes y hospedaje,Actividades administrativas,Básica,Hombre,222044,23.13,18.75
2008,Restaurantes y hospedaje,Actividades administrativas,Básica,Mujer,492458,20.47,16.61
2008,Restaurantes y hospedaje,Actividades administrativas,Media superior,Hombre,358291,24.51,20.0
2008,Restaurantes y hospedaje,Actividades administrativas,Media superior,Mujer,537795,21.96,16.67
2008,Restaurantes y hospedaje,Actividades administrativas,No especificado,Hombre,309,142.86,142.85714
2008,Restaurantes y hospedaje,Actividades administrativas,No especificado,Mujer,282,12.7,11.11111
2008,Restaurantes y hospedaje,Actividades administrativas,Sin instrucción,Hombre,95685,23.14,18.52
2008,Restaurantes y hospedaje,Actividades administrativas,Sin instrucción,Mujer,417467,18.95,14.58
2008,Restaurantes y hospedaje,Actividades administrativas,Superior,Hombre,131855,29.71,21.32
2008,Restaurantes y hospedaje,Actividades administrativas,Superior,Mujer,117513,24.45,17.92
2008,Restaurantes y hospedaje,Actividades agrícolas,Básica,Hombre,492440,22.96,17.44
2008,Restaurantes y hospedaje,Actividades agrícolas,Básica,Mujer,751969,21.45,16.67
2008,Restaurantes y hospedaje,Actividades agrícolas,Media superior,Hombre,756157,23.47,18.75
2008,Restaurantes y hospedaje,Actividades agrícolas,Media superior,Mujer,910129,22.25,16.52
2008,Restaurantes y hospedaje,Actividades agrícolas,No especificado,Hombre,705,111.11,18.68771
2008,Restaurantes y hospedaje,Actividades agrícolas,No especificado,Mujer,502,26.45,27.77778
2008,Restaurantes y hospedaje,Actividades agrícolas,Sin instrucción,Hombre,197237,22.67,17.86
2008,Restaurantes y hospedaje,Actividades agrícolas,Sin instrucción,Mujer,470963,19.39,14.58
2008,Restaurantes y hospedaje,Actividades agrícolas,Superior,Hombre,400448,29.18,21.67
2008,Restaurantes y hospedaje,Actividades agrícolas,Superior,Mujer,246361,29.71,18.75
2008,Restaurantes y hospedaje,Comerciantes y vendedores,Básica,Hombre,145810,22.49,18.69
2008,Restaurantes y hospedaje,Comerciantes y vendedores,Básica,Mujer,169602,22.83,16.61
2008,Restaurantes y hospedaje,Comerciantes y vendedores,Media superior,Hombre,157869,31.94,18.52
2008,Restaurantes y hospedaje,Comerciantes y vendedores,Media superior,Mujer,153369,23.71,17.44
2008,Restaurantes y hospedaje,Comerciantes y vendedores,No especificado,Hombre,112,16.67,16.66667
2008,Restaurantes y hospedaje,Comerciantes y vendedores,Sin instrucción,Hombre,112436,20.88,15.0
2008,Restaurantes y hospedaje,Comerciantes y vendedores,Sin instrucción,Mujer,153397,21.06,16.67
2008,Restaurantes y hospedaje,Comerciantes y vendedores,Superior,Hombre,64355,41.34,25.0
2008,Restaurantes y hospedaje,Comerciantes y vendedores,Superior,Mujer,58731,37.33,20.32
2008,Restaurantes y hospedaje,Funcionarios y directivos,Básica,Hombre,5220,35.39,33.482145
2008,Restaurantes y hospedaje,Funcionarios y directivos,Básica,Mujer,544,54.56,32.574155000000005
2008,Restaurantes y hospedaje,Funcionarios y directivos,Media superior,Hombre,22382,68.19,43.6
2008,Restaurantes y hospedaje,Funcionarios y directivos,Media superior,Mujer,6276,59.37,37.5
2008,Restaurantes y hospedaje,Funcionarios y directivos,Sin instrucción,Hombre,419,31.71,26.38889
2008,Restaurantes y hospedaje,Funcionarios y directivos,Sin instrucción,Mujer,1105,11.11,11.11111
2008,Restaurantes y hospedaje,Funcionarios y directivos,Superior,Hombre,29374,53.53,43.06
2008,Restaurantes y hospedaje,Funcionarios y directivos,Superior,Mujer,23336,39.87,31.25
2008,Restaurantes y hospedaje,Industria extractiva y construcción,Básica,Hombre,22485,17.07,16.67
2008,Restaurantes y hospedaje,Industria extractiva y construcción,Básica,Mujer,3359,23.09,16.66667
2008,Restaurantes y hospedaje,Industria extractiva y construcción,Media superior,Hombre,36323,22.16,20.0
2008,Restaurantes y hospedaje,Industria extractiva y construcción,Media superior,Mujer,2523,22.99,19.37984
2008,Restaurantes y hospedaje,Industria extractiva y construcción,Sin instrucción,Hombre,14863,15.51,12.0
2008,Restaurantes y hospedaje,Industria extractiva y construcción,Sin instrucción,Mujer,158,23.44,23.4375
2008,Restaurantes y hospedaje,Industria extractiva y construcción,Superior,Hombre,21615,24.25,20.35
2008,Restaurantes y hospedaje,Industria extractiva y construcción,Superior,Mujer,1093,21.86,18.41085
2008,Restaurantes y hospedaje,Operadores de maquinaria,Básica,Hombre,67,54.36,54.36047
2008,Restaurantes y hospedaje,Operadores de maquinaria,Media superior,Hombre,350,27.8,25.0
2008,Restaurantes y hospedaje,Operadores de maquinaria,Sin instrucción,Hombre,368,11.67,11.66667
2008,Restaurantes y hospedaje,Otras ocupaciones,Superior,Hombre,284,125.0,125.0
2008,Restaurantes y hospedaje,Profesionistas y técnicos,Media superior,Hombre,483,15.95,14.53488
2008,Restaurantes y hospedaje,Profesionistas y técnicos,Media superior,Mujer,473,20.37,15.50388
2008,Restaurantes y hospedaje,Profesionistas y técnicos,Superior,Hombre,2579,45.41,35.23608
2008,Restaurantes y hospedaje,Profesionistas y técnicos,Superior,Mujer,4710,29.56,24.7093
2008,Restaurantes y hospedaje,Servicios personales,Básica,Hombre,9352,22.4,18.75
2008,Restaurantes y hospedaje,Servicios personales,Media superior,Hombre,12099,22.77,23.26
2008,Restaurantes y hospedaje,Servicios personales,Media superior,Mujer,200,50.0,50.0
2008,Restaurantes y hospedaje,Servicios personales,Sin instrucción,Hombre,1174,18.34,18.023255
2008,Restaurantes y hospedaje,Servicios personales,Sin instrucción,Mujer,81,10.0,10.0
2008,Restaurantes y hospedaje,Servicios personales,Superior,Hombre,2004,23.56,16.47287
2008,Restaurantes y hospedaje,Trabajadores de la educación,Básica,Hombre,15433,59.95,31.25
2008,Restaurantes y hospedaje,Trabajadores de la educación,Básica,Mujer,12842,44.85,34.88
2008,Restaurantes y hospedaje,Trabajadores de la educación,Media superior,Hombre,45473,46.65,29.9
2008,Restaurantes y hospedaje,Trabajadores de la educación,Media superior,Mujer,18024,47.01,25.0
2008,Restaurantes y hospedaje,Trabajadores de la educación,No especificado,Hombre,117,62.02,62.0155
2008,Restaurantes y hospedaje,Trabajadores de la educación,Sin instrucción,Hombre,6658,60.51,33.33
2008,Restaurantes y hospedaje,Trabajadores de la educación,Sin instrucción,Mujer,6135,29.84,24.22481
2008,Restaurantes y hospedaje,Trabajadores de la educación,Superior,Hombre,114619,68.97,46.51
2008,Restaurantes y hospedaje,Trabajadores de la educación,Superior,Mujer,34793,79.34,41.53
2008,Restaurantes y hospedaje,Trabajadores del arte,Básica,Hombre,33978,27.32,17.96
2008,Restaurantes y hospedaje,Trabajadores del arte,Básica,Mujer,37663,20.95,16.67
2008,Restaurantes y hospedaje,Trabajadores del arte,Media superior,Hombre,81336,25.57,19.79
2008,Restaurantes y hospedaje,Trabajadores del arte,Media superior,Mujer,159254,20.98,18.06
2008,Restaurantes y hospedaje,Trabajadores del arte,Sin instrucción,Hombre,4707,21.28,15.12
2008,Restaurantes y hospedaje,Trabajadores del arte,Sin instrucción,Mujer,5315,22.68,12.6
2008,Restaurantes y hospedaje,Trabajadores del arte,Superior,Hombre,118420,33.53,25.0
2008,Restaurantes y hospedaje,Trabajadores del arte,Superior,Mujer,138206,29.94,22.22
2008,Servicios diversos,Actividades administrativas,Básica,Hombre,1076442,25.88,19.61
2008,Servicios diversos,Actividades administrativas,Básica,Mujer,71444,24.36,16.67
2008,Servicios diversos,Actividades administrativas,Media superior,Hombre,1364141,26.52,20.83
2008,Servicios diversos,Actividades administrativas,Media superior,Mujer,93930,26.6,19.38
2008,Servicios diversos,Actividades administrativas,No especificado,Hombre,1411,23.46,23.913045
2008,Servicios diversos,Actividades administrativas,Sin instrucción,Hombre,383398,23.71,18.18
2008,Servicios diversos,Actividades administrativas,Sin instrucción,Mujer,32576,16.65,13.89
2008,Servicios diversos,Actividades administrativas,Superior,Hombre,545376,31.46,23.26
2008,Servicios diversos,Actividades administrativas,Superior,Mujer,27290,25.21,18.75
2008,Servicios diversos,Actividades agrícolas,Básica,Hombre,466308,20.18,16.67
2008,Servicios diversos,Actividades agrícolas,Básica,Mujer,2543966,19.67,16.67
2008,Servicios diversos,Actividades agrícolas,Media superior,Hombre,593512,21.95,17.44
2008,Servicios diversos,Actividades agrícolas,Media superior,Mujer,2352258,22.02,17.14
2008,Servicios diversos,Actividades agrícolas,No especificado,Hombre,34,0.83,0.83056
2008,Servicios diversos,Actividades agrícolas,No especificado,Mujer,9085,19.63,12.5
2008,Servicios diversos,Actividades agrícolas,Sin instrucción,Hombre,406855,17.67,14.53
2008,Servicios diversos,Actividades agrícolas,Sin instrucción,Mujer,2364647,18.07,15.0
2008,Servicios diversos,Actividades agrícolas,Superior,Hombre,206390,31.08,22.22
2008,Servicios diversos,Actividades agrícolas,Superior,Mujer,476929,28.2,18.52
2008,Servicios diversos,Comerciantes y vendedores,Básica,Hombre,113025,21.46,15.0
2008,Servicios diversos,Comerciantes y vendedores,Básica,Mujer,21747,29.34,16.67
2008,Servicios diversos,Comerciantes y vendedores,Media superior,Hombre,81952,18.94,16.67
2008,Servicios diversos,Comerciantes y vendedores,Media superior,Mujer,24524,21.88,14.38
2008,Servicios diversos,Comerciantes y vendedores,No especificado,Mujer,268,14.53,14.53488
2008,Servicios diversos,Comerciantes y vendedores,Sin instrucción,Hombre,94609,17.94,15.15
2008,Servicios diversos,Comerciantes y vendedores,Sin instrucción,Mujer,10390,15.5,7.5
2008,Servicios diversos,Comerciantes y vendedores,Superior,Hombre,35003,38.77,23.81
2008,Servicios diversos,Comerciantes y vendedores,Superior,Mujer,14056,38.8,16.67
2008,Servicios diversos,Funcionarios y directivos,Básica,Hombre,147724,74.21,33.33
2008,Servicios diversos,Funcionarios y directivos,Básica,Mujer,13140,38.98,20.0
2008,Servicios diversos,Funcionarios y directivos,Media superior,Hombre,380689,67.27,33.02
2008,Servicios diversos,Funcionarios y directivos,Media superior,Mujer,50686,115.03,24.22
2008,Servicios diversos,Funcionarios y directivos,No especificado,Hombre,212,100.0,100.0
2008,Servicios diversos,Funcionarios y directivos,No especificado,Mujer,432,77.52,77.51938
2008,Servicios diversos,Funcionarios y directivos,Sin instrucción,Hombre,79666,65.67,32.0
2008,Servicios diversos,Funcionarios y directivos,Sin instrucción,Mujer,8778,164.32,50.0
2008,Servicios diversos,Funcionarios y directivos,Superior,Hombre,401204,69.58,41.67
2008,Servicios diversos,Funcionarios y directivos,Superior,Mujer,84586,75.7,40.7
2008,Servicios diversos,Industria extractiva y construcción,Básica,Hombre,32641,13.84,12.5
2008,Servicios diversos,Industria extractiva y construcción,Básica,Mujer,440,12.35,12.5
2008,Servicios diversos,Industria extractiva y construcción,Media superior,Hombre,35035,20.18,16.67
2008,Servicios diversos,Industria extractiva y construcción,Media superior,Mujer,583,19.02,17.5
2008,Servicios diversos,Industria extractiva y construcción,Sin instrucción,Hombre,42613,12.24,10.12
2008,Servicios diversos,Industria extractiva y construcción,Sin instrucción,Mujer,402,10.27,10.86957
2008,Servicios diversos,Industria extractiva y construcción,Superior,Hombre,17780,20.38,18.57
2008,Servicios diversos,Industria extractiva y construcción,Superior,Mujer,346,37.9,39.593025
2008,Servicios diversos,Operadores de maquinaria,Básica,Hombre,6852,22.09,16.66667
2008,Servicios diversos,Operadores de maquinaria,Básica,Mujer,754,8.0,8.0
2008,Servicios diversos,Operadores de maquinaria,Media superior,Hombre,1897,24.57,22.99154
2008,Servicios diversos,Operadores de maquinaria,Media superior,Mujer,44,17.86,17.85714
2008,Servicios diversos,Operadores de maquinaria,Sin instrucción,Hombre,8077,13.79,11.11111
2008,Servicios diversos,Operadores de maquinaria,Superior,Hombre,2006,35.15,26.843854999999998
2008,Servicios diversos,Otras ocupaciones,Básica,Hombre,122,17.31,17.30769
2008,Servicios diversos,Profesionistas y técnicos,Básica,Hombre,4981,39.62,24.22481
2008,Servicios diversos,Profesionistas y técnicos,Básica,Mujer,7420,42.0,34.88372
2008,Servicios diversos,Profesionistas y técnicos,Media superior,Hombre,18521,51.19,31.25
2008,Servicios diversos,Profesionistas y técnicos,Media superior,Mujer,11509,66.3,62.02
2008,Servicios diversos,Profesionistas y técnicos,Superior,Hombre,27927,39.94,29.07
2008,Servicios diversos,Profesionistas y técnicos,Superior,Mujer,21265,57.64,50.0
2008,Servicios diversos,Servicios personales,Básica,Hombre,13695,28.73,22.73
2008,Servicios diversos,Servicios personales,Básica,Mujer,108,24.0,24.0
2008,Servicios diversos,Servicios personales,Media superior,Hombre,23090,28.28,19.93
2008,Servicios diversos,Servicios personales,Sin instrucción,Hombre,13390,25.76,17.86
2008,Servicios diversos,Servicios personales,Superior,Hombre,10694,34.98,29.07
2008,Servicios diversos,Servicios personales,Superior,Mujer,151,14.42,13.90089
2008,Servicios diversos,Trabajadores de la educación,Básica,Hombre,10313,76.39,37.21
2008,Servicios diversos,Trabajadores de la educación,Básica,Mujer,1700,182.15,42.03161
2008,Servicios diversos,Trabajadores de la educación,Media superior,Hombre,21255,57.84,38.46
2008,Servicios diversos,Trabajadores de la educación,Media superior,Mujer,7012,50.36,33.33
2008,Servicios diversos,Trabajadores de la educación,Sin instrucción,Hombre,2006,29.5,24.086375
2008,Servicios diversos,Trabajadores de la educación,Sin instrucción,Mujer,144,62.5,62.5
2008,Servicios diversos,Trabajadores de la educación,Superior,Hombre,68060,77.3,50.0
2008,Servicios diversos,Trabajadores de la educación,Superior,Mujer,23967,84.95,66.45
2008,Servicios diversos,Trabajadores del arte,Básica,Hombre,25086,26.1,21.53
2008,Servicios diversos,Trabajadores del arte,Básica,Mujer,29738,19.81,16.36
2008,Servicios diversos,Trabajadores del arte,Media superior,Hombre,79349,26.45,24.22
2008,Servicios diversos,Trabajadores del arte,Media superior,Mujer,128054,24.03,21.05
2008,Servicios diversos,Trabajadores del arte,Sin instrucción,Hombre,10622,16.15,17.85714
2008,Servicios diversos,Trabajadores del arte,Sin instrucción,Mujer,2788,20.33,15.81395
2008,Servicios diversos,Trabajadores del arte,Superior,Hombre,99933,44.64,32.3
2008,Servicios diversos,Trabajadores del arte,Superior,Mujer,127298,28.7,22.73
2008,Servicios financieros y profesionales,Actividades administrativas,Básica,Hombre,65040,23.13,18.6
2008,Servicios financieros y profesionales,Actividades administrativas,Básica,Mujer,13749,18.86,15.6
2008,Servicios financieros y profesionales,Actividades administrativas,Media superior,Hombre,122667,25.42,20.83
2008,Servicios financieros y profesionales,Actividades administrativas,Media superior,Mujer,34399,19.5,16.67
2008,Servicios financieros y profesionales,Actividades administrativas,Sin instrucción,Hombre,24119,22.9,20.83
2008,Servicios financieros y profesionales,Actividades administrativas,Sin instrucción,Mujer,1953,19.96,16.0
2008,Servicios financieros y profesionales,Actividades administrativas,Superior,Hombre,69183,42.01,29.17
2008,Servicios financieros y profesionales,Actividades administrativas,Superior,Mujer,7647,32.97,27.08
2008,Servicios financieros y profesionales,Actividades agrícolas,Básica,Hombre,245061,25.09,17.02
2008,Servicios financieros y profesionales,Actividades agrícolas,Básica,Mujer,228157,16.5,13.95
2008,Servicios financieros y profesionales,Actividades agrícolas,Media superior,Hombre,271711,29.76,19.05
2008,Servicios financieros y profesionales,Actividades agrícolas,Media superior,Mujer,185133,20.13,15.11
2008,Servicios financieros y profesionales,Actividades agrícolas,Sin instrucción,Hombre,229132,19.99,15.0
2008,Servicios financieros y profesionales,Actividades agrícolas,Sin instrucción,Mujer,174008,17.88,14.29
2008,Servicios financieros y profesionales,Actividades agrícolas,Superior,Hombre,109325,42.02,22.22
2008,Servicios financieros y profesionales,Actividades agrícolas,Superior,Mujer,51034,28.02,16.07
2008,Servicios financieros y profesionales,Comerciantes y vendedores,Básica,Hombre,51008,32.31,16.67
2008,Servicios financieros y profesionales,Comerciantes y vendedores,Básica,Mujer,19921,34.44,17.78
2008,Servicios financieros y profesionales,Comerciantes y vendedores,Media superior,Hombre,95859,32.04,22.22
2008,Servicios financieros y profesionales,Comerciantes y vendedores,Media superior,Mujer,114733,32.25,21.4
2008,Servicios financieros y profesionales,Comerciantes y vendedores,Sin instrucción,Hombre,67268,17.98,10.0
2008,Servicios financieros y profesionales,Comerciantes y vendedores,Sin instrucción,Mujer,14087,11.34,7.5
2008,Servicios financieros y profesionales,Comerciantes y vendedores,Superior,Hombre,184778,53.02,36.34
2008,Servicios financieros y profesionales,Comerciantes y vendedores,Superior,Mujer,164150,46.74,29.07
2008,Servicios financieros y profesionales,Funcionarios y directivos,Básica,Hombre,62614,37.48,24.0
2008,Servicios financieros y profesionales,Funcionarios y directivos,Básica,Mujer,17837,38.89,15.5
2008,Servicios financieros y profesionales,Funcionarios y directivos,Media superior,Hombre,236751,35.15,24.36
2008,Servicios financieros y profesionales,Funcionarios y directivos,Media superior,Mujer,158245,28.48,23.26
2008,Servicios financieros y profesionales,Funcionarios y directivos,No especificado,Mujer,276,10.34,10.33592
2008,Servicios financieros y profesionales,Funcionarios y directivos,Sin instrucción,Hombre,22183,32.37,23.33
2008,Servicios financieros y profesionales,Funcionarios y directivos,Sin instrucción,Mujer,3722,47.23,20.83333
2008,Servicios financieros y profesionales,Funcionarios y directivos,Superior,Hombre,1229224,60.42,41.86
2008,Servicios financieros y profesionales,Funcionarios y directivos,Superior,Mujer,642283,47.46,34.64
2008,Servicios financieros y profesionales,Industria extractiva y construcción,Básica,Hombre,237345,15.19,13.89
2008,Servicios financieros y profesionales,Industria extractiva y construcción,Básica,Mujer,17177,18.61,12.6
2008,Servicios financieros y profesionales,Industria extractiva y construcción,Media superior,Hombre,375630,17.23,15.5
2008,Servicios financieros y profesionales,Industria extractiva y construcción,Media superior,Mujer,48444,17.31,15.67
2008,Servicios financieros y profesionales,Industria extractiva y construcción,No especificado,Hombre,589,29.5,29.761905
2008,Servicios financieros y profesionales,Industria extractiva y construcción,Sin instrucción,Hombre,63340,13.01,12.92
2008,Servicios financieros y profesionales,Industria extractiva y construcción,Sin instrucción,Mujer,6434,11.03,10.33592
2008,Servicios financieros y profesionales,Industria extractiva y construcción,Superior,Hombre,125934,19.84,16.15
2008,Servicios financieros y profesionales,Industria extractiva y construcción,Superior,Mujer,8937,19.05,17.93
2008,Servicios financieros y profesionales,Operadores de maquinaria,Básica,Hombre,726,17.69,18.129845
2008,Servicios financieros y profesionales,Operadores de maquinaria,Media superior,Hombre,1135,16.06,16.6113
2008,Servicios financieros y profesionales,Operadores de maquinaria,Sin instrucción,Hombre,618,9.1,6.88704
2008,Servicios financieros y profesionales,Otras ocupaciones,Superior,Hombre,110,48.45,48.44961
2008,Servicios financieros y profesionales,Otras ocupaciones,Superior,Mujer,179,19.79,19.79218
2008,Servicios financieros y profesionales,Profesionistas y técnicos,Media superior,Hombre,3595,47.7,34.55463
2008,Servicios financieros y profesionales,Profesionistas y técnicos,Media superior,Mujer,256,200.0,200.0
2008,Servicios financieros y profesionales,Profesionistas y técnicos,Superior,Hombre,17273,78.07,58.14
2008,Servicios financieros y profesionales,Profesionistas y técnicos,Superior,Mujer,5363,65.78,58.14
2008,Servicios financieros y profesionales,Servicios personales,Básica,Hombre,44149,33.06,23.26
2008,Servicios financieros y profesionales,Servicios personales,Media superior,Hombre,60669,27.93,23.26
2008,Servicios financieros y profesionales,Servicios personales,Sin instrucción,Hombre,19435,27.03,20.45
2008,Servicios financieros y profesionales,Servicios personales,Superior,Hombre,20518,51.48,23.53
2008,Servicios financieros y profesionales,Servicios personales,Superior,Mujer,1441,23.63,18.75
2008,Servicios financieros y profesionales,Trabajadores de la educación,Básica,Hombre,4158,41.15,24.22
2008,Servicios financieros y profesionales,Trabajadores de la educación,Básica,Mujer,3259,67.06,62.5
2008,Servicios financieros y profesionales,Trabajadores de la educación,Media superior,Hombre,18709,126.51,75.76
2008,Servicios financieros y profesionales,Trabajadores de la educación,Media superior,Mujer,8999,70.14,52.85
2008,Servicios financieros y profesionales,Trabajadores de la educación,No especificado,Mujer,125,232.56,232.55814
2008,Servicios financieros y profesionales,Trabajadores de la educación,Sin instrucción,Hombre,741,28.93,38.75969
2008,Servicios financieros y profesionales,Trabajadores de la educación,Sin instrucción,Mujer,144,58.65,72.5
2008,Servicios financieros y profesionales,Trabajadores de la educación,Superior,Hombre,172935,110.46,77.52
2008,Servicios financieros y profesionales,Trabajadores de la educación,Superior,Mujer,86596,96.32,61.2
2008,Servicios financieros y profesionales,Trabajadores del arte,Básica,Hombre,31905,28.71,25.93
2008,Servicios financieros y profesionales,Trabajadores del arte,Básica,Mujer,58896,21.84,18.95
2008,Servicios financieros y profesionales,Trabajadores del arte,Media superior,Hombre,189781,30.17,24.48
2008,Servicios financieros y profesionales,Trabajadores del arte,Media superior,Mujer,341895,31.87,24.0
2008,Servicios financieros y profesionales,Trabajadores del arte,No especificado,Hombre,692,101.27,96.899225
2008,Servicios financieros y profesionales,Trabajadores del arte,Sin instrucción,Hombre,9762,19.37,20.67
2008,Servicios financieros y profesionales,Trabajadores del arte,Sin instrucción,Mujer,7504,19.35,20.67
2008,Servicios financieros y profesionales,Trabajadores del arte,Superior,Hombre,450022,49.43,33.59
2008,Servicios financieros y profesionales,Trabajadores del arte,Superior,Mujer,548767,37.92,29.07
2008,Servicios sociales,Actividades administrativas,Básica,Hombre,7265,26.96,23.26
2008,Servicios sociales,Actividades administrativas,Básica,Mujer,23558,21.28,17.44
2008,Servicios sociales,Actividades administrativas,Media superior,Hombre,49776,29.23,27.91
2008,Servicios sociales,Actividades administrativas,Media superior,Mujer,68974,25.23,20.35
2008,Servicios sociales,Actividades administrativas,No especificado,Hombre,233,19.96,19.37984
2008,Servicios sociales,Actividades administrativas,Sin instrucción,Hombre,6036,37.18,24.127905
2008,Servicios sociales,Actividades administrativas,Sin instrucción,Mujer,12467,17.9,16.67
2008,Servicios sociales,Actividades administrativas,Superior,Hombre,43881,35.08,31.01
2008,Servicios sociales,Actividades administrativas,Superior,Mujer,13032,26.9,27.91
2008,Servicios sociales,Actividades agrícolas,Básica,Hombre,76628,28.36,23.26
2008,Servicios sociales,Actividades agrícolas,Básica,Mujer,178574,20.75,17.62
2008,Servicios sociales,Actividades agrícolas,Media superior,Hombre,211158,26.52,24.42
2008,Servicios sociales,Actividades agrícolas,Media superior,Mujer,342861,23.2,20.16
2008,Servicios sociales,Actividades agrícolas,No especificado,Mujer,430,15.12,15.11628
2008,Servicios sociales,Actividades agrícolas,Sin instrucción,Hombre,41268,20.95,22.5
2008,Servicios sociales,Actividades agrícolas,Sin instrucción,Mujer,50302,19.83,16.47
2008,Servicios sociales,Actividades agrícolas,Superior,Hombre,123883,30.46,27.66
2008,Servicios sociales,Actividades agrícolas,Superior,Mujer,129143,23.67,20.67
2008,Servicios sociales,Comerciantes y vendedores,Básica,Hombre,4822,19.47,17.97342
2008,Servicios sociales,Comerciantes y vendedores,Básica,Mujer,3582,29.95,25.833334999999998
2008,Servicios sociales,Comerciantes y vendedores,Media superior,Hombre,4592,25.28,20.83333
2008,Servicios sociales,Comerciantes y vendedores,Media superior,Mujer,10133,20.24,17.97
2008,Servicios sociales,Comerciantes y vendedores,Sin instrucción,Hombre,304,15.37,20.22245
2008,Servicios sociales,Comerciantes y vendedores,Sin instrucción,Mujer,54,2.33,2.32558
2008,Servicios sociales,Comerciantes y vendedores,Superior,Hombre,5795,52.89,34.88
